Country,Region,Date,Product,Media,Investment,Grouping
SWE,all,2018-02-05,Brand,Facebook,0,all
SWE,all,2018-02-05,Pc,Facebook,0,all
SWE,all,2018-02-05,Brand,Google,2758,all
SWE,all,2018-02-05,Life,Google,348,all
SWE,all,2018-02-05,Pc,Google,15873,all
SWE,all,2018-02-05,Brand,MicrosoftBing,217,all
SWE,all,2018-02-05,Life,MicrosoftBing,0,all
SWE,all,2018-02-05,Pc,MicrosoftBing,25,all
SWE,all,2018-02-05,Brand,OOHAirport,0,all
SWE,all,2018-02-05,Brand,OOHSponsoringLFP,12000,all
SWE,all,2018-02-05,Brand,Print,8604,all
SWE,all,2018-02-05,Brand,Radio,0,all
SWE,all,2018-02-05,Brand,TVConventional,0,all
SWE,all,2018-02-05,Pc,TVConventional,0,all
SWE,all,2018-02-05,Brand,TVSPNS,0,all
SWE,all,2018-02-05,Brand,TVSponsoringLFP,0,all
SWE,all,2018-02-05,Pc,TVSponsoringLFP,7252,all
SWE,all,2018-02-05,Brand,TVStadium,0,all
SWE,all,2018-02-05,Pc,TVStadium,56381,all
SWE,all,2018-02-12,Brand,Display,0,all
SWE,all,2018-02-12,Pc,Display,0,all
SWE,all,2018-02-12,Brand,Facebook,0,all
SWE,all,2018-02-12,Pc,Facebook,0,all
SWE,all,2018-02-12,Brand,Google,2751,all
SWE,all,2018-02-12,Life,Google,253,all
SWE,all,2018-02-12,Pc,Google,16334,all
SWE,all,2018-02-12,Brand,MicrosoftBing,225,all
SWE,all,2018-02-12,Life,MicrosoftBing,0,all
SWE,all,2018-02-12,Pc,MicrosoftBing,42,all
SWE,all,2018-02-12,Brand,OOHAirport,0,all
SWE,all,2018-02-12,Brand,OOHSponsoringLFP,12000,all
SWE,all,2018-02-12,Brand,Print,8604,all
SWE,all,2018-02-12,Brand,Radio,0,all
SWE,all,2018-02-12,Brand,TVConventional,0,all
SWE,all,2018-02-12,Pc,TVConventional,0,all
SWE,all,2018-02-12,Brand,TVSPNS,0,all
SWE,all,2018-02-12,Brand,TVSponsoringLFP,0,all
SWE,all,2018-02-12,Pc,TVSponsoringLFP,7618,all
SWE,all,2018-02-12,Brand,TVStadium,0,all
SWE,all,2018-02-12,Pc,TVStadium,56381,all
SWE,all,2018-02-19,Brand,Display,0,all
SWE,all,2018-02-19,Pc,Display,0,all
SWE,all,2018-02-19,Brand,Facebook,0,all
SWE,all,2018-02-19,Pc,Facebook,0,all
SWE,all,2018-02-19,Brand,Google,2495,all
SWE,all,2018-02-19,Life,Google,218,all
SWE,all,2018-02-19,Pc,Google,16911,all
SWE,all,2018-02-19,Brand,MicrosoftBing,224,all
SWE,all,2018-02-19,Life,MicrosoftBing,0,all
SWE,all,2018-02-19,Pc,MicrosoftBing,259,all
SWE,all,2018-02-19,Brand,OOHAirport,0,all
SWE,all,2018-02-19,Brand,OOHSponsoringLFP,12000,all
SWE,all,2018-02-19,Brand,Print,8604,all
SWE,all,2018-02-19,Brand,Radio,0,all
SWE,all,2018-02-19,Brand,TVConventional,0,all
SWE,all,2018-02-19,Pc,TVConventional,0,all
SWE,all,2018-02-19,Brand,TVSPNS,0,all
SWE,all,2018-02-19,Brand,TVSponsoringLFP,0,all
SWE,all,2018-02-19,Pc,TVSponsoringLFP,6373,all
SWE,all,2018-02-19,Brand,TVStadium,0,all
SWE,all,2018-02-19,Pc,TVStadium,56381,all
SWE,all,2018-02-26,Brand,Display,0,all
SWE,all,2018-02-26,Pc,Display,0,all
SWE,all,2018-02-26,Brand,Facebook,0,all
SWE,all,2018-02-26,Pc,Facebook,0,all
SWE,all,2018-02-26,Brand,Google,2502,all
SWE,all,2018-02-26,Life,Google,221,all
SWE,all,2018-02-26,Pc,Google,25911,all
SWE,all,2018-02-26,Brand,MicrosoftBing,232,all
SWE,all,2018-02-26,Life,MicrosoftBing,0,all
SWE,all,2018-02-26,Pc,MicrosoftBing,317,all
SWE,all,2018-02-26,Brand,OOHAirport,0,all
SWE,all,2018-02-26,Brand,OOHSponsoringLFP,12000,all
SWE,all,2018-02-26,Brand,Print,8604,all
SWE,all,2018-02-26,Brand,Radio,0,all
SWE,all,2018-02-26,Brand,TVConventional,0,all
SWE,all,2018-02-26,Pc,TVConventional,0,all
SWE,all,2018-02-26,Brand,TVSPNS,0,all
SWE,all,2018-02-26,Brand,TVSponsoringLFP,0,all
SWE,all,2018-02-26,Pc,TVSponsoringLFP,6519,all
SWE,all,2018-02-26,Brand,TVStadium,0,all
SWE,all,2018-02-26,Pc,TVStadium,56381,all
SWE,all,2018-03-05,Brand,Display,0,all
SWE,all,2018-03-05,Pc,Display,0,all
SWE,all,2018-03-05,Brand,Facebook,0,all
SWE,all,2018-03-05,Pc,Facebook,0,all
SWE,all,2018-03-05,Brand,Google,2853,all
SWE,all,2018-03-05,Life,Google,282,all
SWE,all,2018-03-05,Pc,Google,25223,all
SWE,all,2018-03-05,Brand,MicrosoftBing,236,all
SWE,all,2018-03-05,Life,MicrosoftBing,128,all
SWE,all,2018-03-05,Pc,MicrosoftBing,969,all
SWE,all,2018-03-05,Brand,OOHAirport,0,all
SWE,all,2018-03-05,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-03-05,Brand,Print,8604,all
SWE,all,2018-03-05,Brand,Radio,0,all
SWE,all,2018-03-05,Brand,TVConventional,0,all
SWE,all,2018-03-05,Pc,TVConventional,0,all
SWE,all,2018-03-05,Brand,TVSPNS,0,all
SWE,all,2018-03-05,Brand,TVSponsoringLFP,0,all
SWE,all,2018-03-05,Pc,TVSponsoringLFP,8936,all
SWE,all,2018-03-05,Brand,TVStadium,0,all
SWE,all,2018-03-05,Pc,TVStadium,56381,all
SWE,all,2018-03-12,Brand,Display,0,all
SWE,all,2018-03-12,Pc,Display,0,all
SWE,all,2018-03-12,Brand,Facebook,0,all
SWE,all,2018-03-12,Pc,Facebook,0,all
SWE,all,2018-03-12,Brand,Google,2921,all
SWE,all,2018-03-12,Life,Google,255,all
SWE,all,2018-03-12,Pc,Google,28096,all
SWE,all,2018-03-12,Brand,MicrosoftBing,200,all
SWE,all,2018-03-12,Life,MicrosoftBing,40,all
SWE,all,2018-03-12,Pc,MicrosoftBing,502,all
SWE,all,2018-03-12,Brand,OOHAirport,0,all
SWE,all,2018-03-12,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-03-12,Brand,Print,8604,all
SWE,all,2018-03-12,Brand,Radio,0,all
SWE,all,2018-03-12,Brand,TVConventional,0,all
SWE,all,2018-03-12,Pc,TVConventional,0,all
SWE,all,2018-03-12,Brand,TVSPNS,19256,all
SWE,all,2018-03-12,Brand,TVSponsoringLFP,0,all
SWE,all,2018-03-12,Pc,TVSponsoringLFP,5054,all
SWE,all,2018-03-12,Brand,TVStadium,0,all
SWE,all,2018-03-12,Pc,TVStadium,56381,all
SWE,all,2018-03-19,Brand,Display,0,all
SWE,all,2018-03-19,Pc,Display,0,all
SWE,all,2018-03-19,Brand,Facebook,0,all
SWE,all,2018-03-19,Pc,Facebook,0,all
SWE,all,2018-03-19,Brand,Google,2875,all
SWE,all,2018-03-19,Life,Google,224,all
SWE,all,2018-03-19,Pc,Google,20422,all
SWE,all,2018-03-19,Brand,MicrosoftBing,210,all
SWE,all,2018-03-19,Life,MicrosoftBing,24,all
SWE,all,2018-03-19,Pc,MicrosoftBing,492,all
SWE,all,2018-03-19,Brand,OOHAirport,0,all
SWE,all,2018-03-19,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-03-19,Brand,Print,8604,all
SWE,all,2018-03-19,Brand,Radio,0,all
SWE,all,2018-03-19,Brand,TVConventional,0,all
SWE,all,2018-03-19,Pc,TVConventional,0,all
SWE,all,2018-03-19,Brand,TVSPNS,20628,all
SWE,all,2018-03-19,Brand,TVSponsoringLFP,0,all
SWE,all,2018-03-19,Pc,TVSponsoringLFP,4834,all
SWE,all,2018-03-19,Brand,TVStadium,0,all
SWE,all,2018-03-19,Pc,TVStadium,56381,all
SWE,all,2018-03-26,Brand,Display,0,all
SWE,all,2018-03-26,Pc,Display,0,all
SWE,all,2018-03-26,Brand,Facebook,689,all
SWE,all,2018-03-26,Pc,Facebook,0,all
SWE,all,2018-03-26,Brand,Google,3126,all
SWE,all,2018-03-26,Life,Google,318,all
SWE,all,2018-03-26,Pc,Google,12202,all
SWE,all,2018-03-26,Brand,MicrosoftBing,208,all
SWE,all,2018-03-26,Life,MicrosoftBing,21,all
SWE,all,2018-03-26,Pc,MicrosoftBing,460,all
SWE,all,2018-03-26,Brand,OOHAirport,0,all
SWE,all,2018-03-26,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-03-26,Brand,Print,14788,all
SWE,all,2018-03-26,Brand,Radio,0,all
SWE,all,2018-03-26,Brand,TVConventional,0,all
SWE,all,2018-03-26,Pc,TVConventional,0,all
SWE,all,2018-03-26,Brand,TVSPNS,17884,all
SWE,all,2018-03-26,Brand,TVSponsoringLFP,0,all
SWE,all,2018-03-26,Pc,TVSponsoringLFP,2710,all
SWE,all,2018-03-26,Brand,TVStadium,0,all
SWE,all,2018-03-26,Pc,TVStadium,56381,all
SWE,all,2018-04-02,Brand,Display,0,all
SWE,all,2018-04-02,Pc,Display,0,all
SWE,all,2018-04-02,Brand,Facebook,820,all
SWE,all,2018-04-02,Pc,Facebook,0,all
SWE,all,2018-04-02,Brand,Google,2412,all
SWE,all,2018-04-02,Life,Google,313,all
SWE,all,2018-04-02,Pc,Google,11554,all
SWE,all,2018-04-02,Brand,MicrosoftBing,148,all
SWE,all,2018-04-02,Life,MicrosoftBing,10,all
SWE,all,2018-04-02,Pc,MicrosoftBing,485,all
SWE,all,2018-04-02,Brand,OOHAirport,0,all
SWE,all,2018-04-02,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-04-02,Brand,Print,8604,all
SWE,all,2018-04-02,Brand,Radio,0,all
SWE,all,2018-04-02,Brand,TVConventional,0,all
SWE,all,2018-04-02,Pc,TVConventional,0,all
SWE,all,2018-04-02,Brand,TVSPNS,14650,all
SWE,all,2018-04-02,Brand,TVSponsoringLFP,0,all
SWE,all,2018-04-02,Pc,TVSponsoringLFP,5054,all
SWE,all,2018-04-02,Brand,TVStadium,0,all
SWE,all,2018-04-02,Pc,TVStadium,56381,all
SWE,all,2018-04-09,Brand,Display,0,all
SWE,all,2018-04-09,Pc,Display,0,all
SWE,all,2018-04-09,Brand,Facebook,836,all
SWE,all,2018-04-09,Pc,Facebook,0,all
SWE,all,2018-04-09,Brand,Google,3484,all
SWE,all,2018-04-09,Life,Google,243,all
SWE,all,2018-04-09,Pc,Google,15642,all
SWE,all,2018-04-09,Brand,MicrosoftBing,260,all
SWE,all,2018-04-09,Life,MicrosoftBing,27,all
SWE,all,2018-04-09,Pc,MicrosoftBing,689,all
SWE,all,2018-04-09,Brand,OOHAirport,0,all
SWE,all,2018-04-09,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-04-09,Brand,Print,8604,all
SWE,all,2018-04-09,Brand,Radio,0,all
SWE,all,2018-04-09,Brand,TVConventional,0,all
SWE,all,2018-04-09,Pc,TVConventional,0,all
SWE,all,2018-04-09,Brand,TVSPNS,18619,all
SWE,all,2018-04-09,Brand,TVSponsoringLFP,0,all
SWE,all,2018-04-09,Pc,TVSponsoringLFP,5860,all
SWE,all,2018-04-09,Brand,TVStadium,0,all
SWE,all,2018-04-09,Pc,TVStadium,56381,all
SWE,all,2018-04-16,Brand,Display,0,all
SWE,all,2018-04-16,Pc,Display,0,all
SWE,all,2018-04-16,Brand,Facebook,843,all
SWE,all,2018-04-16,Pc,Facebook,0,all
SWE,all,2018-04-16,Brand,Google,3149,all
SWE,all,2018-04-16,Life,Google,206,all
SWE,all,2018-04-16,Pc,Google,22681,all
SWE,all,2018-04-16,Brand,MicrosoftBing,269,all
SWE,all,2018-04-16,Life,MicrosoftBing,36,all
SWE,all,2018-04-16,Pc,MicrosoftBing,446,all
SWE,all,2018-04-16,Brand,OOHAirport,0,all
SWE,all,2018-04-16,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-04-16,Brand,Print,14788,all
SWE,all,2018-04-16,Brand,Radio,0,all
SWE,all,2018-04-16,Brand,TVConventional,0,all
SWE,all,2018-04-16,Pc,TVConventional,0,all
SWE,all,2018-04-16,Brand,TVSPNS,16806,all
SWE,all,2018-04-16,Brand,TVSponsoringLFP,0,all
SWE,all,2018-04-16,Pc,TVSponsoringLFP,6666,all
SWE,all,2018-04-16,Brand,TVStadium,0,all
SWE,all,2018-04-16,Pc,TVStadium,56381,all
SWE,all,2018-04-23,Brand,Display,0,all
SWE,all,2018-04-23,Pc,Display,0,all
SWE,all,2018-04-23,Brand,Facebook,842,all
SWE,all,2018-04-23,Pc,Facebook,0,all
SWE,all,2018-04-23,Brand,Google,2852,all
SWE,all,2018-04-23,Life,Google,138,all
SWE,all,2018-04-23,Pc,Google,18595,all
SWE,all,2018-04-23,Brand,MicrosoftBing,220,all
SWE,all,2018-04-23,Life,MicrosoftBing,38,all
SWE,all,2018-04-23,Pc,MicrosoftBing,364,all
SWE,all,2018-04-23,Brand,OOHAirport,0,all
SWE,all,2018-04-23,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-04-23,Brand,Print,8604,all
SWE,all,2018-04-23,Brand,Radio,0,all
SWE,all,2018-04-23,Brand,TVConventional,0,all
SWE,all,2018-04-23,Pc,TVConventional,0,all
SWE,all,2018-04-23,Brand,TVSPNS,17541,all
SWE,all,2018-04-23,Brand,TVSponsoringLFP,0,all
SWE,all,2018-04-23,Pc,TVSponsoringLFP,9669,all
SWE,all,2018-04-23,Brand,TVStadium,0,all
SWE,all,2018-04-23,Pc,TVStadium,56381,all
SWE,all,2018-04-30,Brand,Display,0,all
SWE,all,2018-04-30,Pc,Display,0,all
SWE,all,2018-04-30,Brand,Facebook,840,all
SWE,all,2018-04-30,Pc,Facebook,0,all
SWE,all,2018-04-30,Brand,Google,2981,all
SWE,all,2018-04-30,Life,Google,167,all
SWE,all,2018-04-30,Pc,Google,13740,all
SWE,all,2018-04-30,Brand,MicrosoftBing,182,all
SWE,all,2018-04-30,Life,MicrosoftBing,42,all
SWE,all,2018-04-30,Pc,MicrosoftBing,471,all
SWE,all,2018-04-30,Brand,OOHAirport,0,all
SWE,all,2018-04-30,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-04-30,Brand,Print,8604,all
SWE,all,2018-04-30,Brand,Radio,0,all
SWE,all,2018-04-30,Brand,TVConventional,0,all
SWE,all,2018-04-30,Pc,TVConventional,0,all
SWE,all,2018-04-30,Brand,TVSPNS,17443,all
SWE,all,2018-04-30,Brand,TVSponsoringLFP,0,all
SWE,all,2018-04-30,Pc,TVSponsoringLFP,4541,all
SWE,all,2018-04-30,Brand,TVStadium,0,all
SWE,all,2018-04-30,Pc,TVStadium,56381,all
SWE,all,2018-05-07,Brand,Display,0,all
SWE,all,2018-05-07,Pc,Display,0,all
SWE,all,2018-05-07,Brand,Facebook,840,all
SWE,all,2018-05-07,Pc,Facebook,0,all
SWE,all,2018-05-07,Brand,Google,4484,all
SWE,all,2018-05-07,Life,Google,140,all
SWE,all,2018-05-07,Pc,Google,28584,all
SWE,all,2018-05-07,Brand,MicrosoftBing,148,all
SWE,all,2018-05-07,Life,MicrosoftBing,30,all
SWE,all,2018-05-07,Pc,MicrosoftBing,623,all
SWE,all,2018-05-07,Brand,OOHAirport,0,all
SWE,all,2018-05-07,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-05-07,Brand,Print,14788,all
SWE,all,2018-05-07,Brand,Radio,0,all
SWE,all,2018-05-07,Brand,TVConventional,0,all
SWE,all,2018-05-07,Pc,TVConventional,0,all
SWE,all,2018-05-07,Brand,TVSPNS,19109,all
SWE,all,2018-05-07,Brand,TVSponsoringLFP,0,all
SWE,all,2018-05-07,Pc,TVSponsoringLFP,7032,all
SWE,all,2018-05-07,Brand,TVStadium,0,all
SWE,all,2018-05-07,Pc,TVStadium,56381,all
SWE,all,2018-05-14,Brand,Display,0,all
SWE,all,2018-05-14,Pc,Display,0,all
SWE,all,2018-05-14,Brand,Facebook,840,all
SWE,all,2018-05-14,Pc,Facebook,0,all
SWE,all,2018-05-14,Brand,Google,3620,all
SWE,all,2018-05-14,Life,Google,155,all
SWE,all,2018-05-14,Pc,Google,21782,all
SWE,all,2018-05-14,Brand,MicrosoftBing,175,all
SWE,all,2018-05-14,Life,MicrosoftBing,50,all
SWE,all,2018-05-14,Pc,MicrosoftBing,540,all
SWE,all,2018-05-14,Brand,OOHAirport,0,all
SWE,all,2018-05-14,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-05-14,Brand,Print,8604,all
SWE,all,2018-05-14,Brand,Radio,0,all
SWE,all,2018-05-14,Brand,TVConventional,0,all
SWE,all,2018-05-14,Pc,TVConventional,0,all
SWE,all,2018-05-14,Brand,TVSPNS,14846,all
SWE,all,2018-05-14,Brand,TVSponsoringLFP,0,all
SWE,all,2018-05-14,Pc,TVSponsoringLFP,6739,all
SWE,all,2018-05-14,Brand,TVStadium,0,all
SWE,all,2018-05-14,Pc,TVStadium,56381,all
SWE,all,2018-05-21,Brand,Display,0,all
SWE,all,2018-05-21,Pc,Display,0,all
SWE,all,2018-05-21,Brand,Facebook,812,all
SWE,all,2018-05-21,Pc,Facebook,0,all
SWE,all,2018-05-21,Brand,Google,2983,all
SWE,all,2018-05-21,Life,Google,140,all
SWE,all,2018-05-21,Pc,Google,20094,all
SWE,all,2018-05-21,Brand,MicrosoftBing,137,all
SWE,all,2018-05-21,Life,MicrosoftBing,31,all
SWE,all,2018-05-21,Pc,MicrosoftBing,416,all
SWE,all,2018-05-21,Brand,OOHAirport,0,all
SWE,all,2018-05-21,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-05-21,Brand,Print,14788,all
SWE,all,2018-05-21,Brand,Radio,0,all
SWE,all,2018-05-21,Brand,TVConventional,0,all
SWE,all,2018-05-21,Pc,TVConventional,0,all
SWE,all,2018-05-21,Brand,TVSPNS,15630,all
SWE,all,2018-05-21,Brand,TVSponsoringLFP,0,all
SWE,all,2018-05-21,Pc,TVSponsoringLFP,5274,all
SWE,all,2018-05-21,Brand,TVStadium,0,all
SWE,all,2018-05-21,Pc,TVStadium,0,all
SWE,all,2018-05-28,Brand,Display,0,all
SWE,all,2018-05-28,Pc,Display,0,all
SWE,all,2018-05-28,Brand,Facebook,792,all
SWE,all,2018-05-28,Pc,Facebook,0,all
SWE,all,2018-05-28,Brand,Google,3229,all
SWE,all,2018-05-28,Life,Google,154,all
SWE,all,2018-05-28,Pc,Google,25080,all
SWE,all,2018-05-28,Brand,MicrosoftBing,129,all
SWE,all,2018-05-28,Life,MicrosoftBing,30,all
SWE,all,2018-05-28,Pc,MicrosoftBing,709,all
SWE,all,2018-05-28,Brand,OOHAirport,0,all
SWE,all,2018-05-28,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-05-28,Brand,Print,14788,all
SWE,all,2018-05-28,Brand,Radio,0,all
SWE,all,2018-05-28,Brand,TVConventional,0,all
SWE,all,2018-05-28,Pc,TVConventional,0,all
SWE,all,2018-05-28,Brand,TVSPNS,19844,all
SWE,all,2018-05-28,Brand,TVSponsoringLFP,0,all
SWE,all,2018-05-28,Pc,TVSponsoringLFP,2490,all
SWE,all,2018-05-28,Brand,TVStadium,0,all
SWE,all,2018-05-28,Pc,TVStadium,0,all
SWE,all,2018-06-04,Brand,Display,0,all
SWE,all,2018-06-04,Pc,Display,0,all
SWE,all,2018-06-04,Brand,Facebook,773,all
SWE,all,2018-06-04,Pc,Facebook,0,all
SWE,all,2018-06-04,Brand,Google,3330,all
SWE,all,2018-06-04,Life,Google,177,all
SWE,all,2018-06-04,Pc,Google,26979,all
SWE,all,2018-06-04,Brand,MicrosoftBing,125,all
SWE,all,2018-06-04,Life,MicrosoftBing,30,all
SWE,all,2018-06-04,Pc,MicrosoftBing,595,all
SWE,all,2018-06-04,Brand,OOHAirport,0,all
SWE,all,2018-06-04,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-06-04,Brand,Print,6184,all
SWE,all,2018-06-04,Brand,Radio,0,all
SWE,all,2018-06-04,Brand,TVConventional,0,all
SWE,all,2018-06-04,Pc,TVConventional,0,all
SWE,all,2018-06-04,Brand,TVSPNS,6713,all
SWE,all,2018-06-04,Brand,TVSponsoringLFP,0,all
SWE,all,2018-06-04,Pc,TVSponsoringLFP,2637,all
SWE,all,2018-06-04,Brand,TVStadium,0,all
SWE,all,2018-06-04,Pc,TVStadium,0,all
SWE,all,2018-06-11,Brand,Display,0,all
SWE,all,2018-06-11,Pc,Display,0,all
SWE,all,2018-06-11,Brand,Facebook,1079,all
SWE,all,2018-06-11,Pc,Facebook,0,all
SWE,all,2018-06-11,Brand,Google,3482,all
SWE,all,2018-06-11,Life,Google,135,all
SWE,all,2018-06-11,Pc,Google,28514,all
SWE,all,2018-06-11,Brand,MicrosoftBing,140,all
SWE,all,2018-06-11,Life,MicrosoftBing,30,all
SWE,all,2018-06-11,Pc,MicrosoftBing,515,all
SWE,all,2018-06-11,Brand,OOHAirport,0,all
SWE,all,2018-06-11,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-06-11,Brand,Print,6184,all
SWE,all,2018-06-11,Brand,Radio,0,all
SWE,all,2018-06-11,Brand,TVConventional,0,all
SWE,all,2018-06-11,Pc,TVConventional,0,all
SWE,all,2018-06-11,Brand,TVSPNS,9505,all
SWE,all,2018-06-11,Brand,TVSponsoringLFP,0,all
SWE,all,2018-06-11,Pc,TVSponsoringLFP,1318,all
SWE,all,2018-06-11,Brand,TVStadium,0,all
SWE,all,2018-06-11,Pc,TVStadium,0,all
SWE,all,2018-06-18,Brand,Display,0,all
SWE,all,2018-06-18,Pc,Display,0,all
SWE,all,2018-06-18,Brand,Facebook,910,all
SWE,all,2018-06-18,Pc,Facebook,0,all
SWE,all,2018-06-18,Brand,Google,3891,all
SWE,all,2018-06-18,Life,Google,95,all
SWE,all,2018-06-18,Pc,Google,33863,all
SWE,all,2018-06-18,Brand,MicrosoftBing,130,all
SWE,all,2018-06-18,Life,MicrosoftBing,28,all
SWE,all,2018-06-18,Pc,MicrosoftBing,556,all
SWE,all,2018-06-18,Brand,OOHAirport,0,all
SWE,all,2018-06-18,Brand,OOHSponsoringLFP,0,all
SWE,all,2018-06-18,Brand,Print,34384,all
SWE,all,2018-06-18,Brand,Radio,0,all
SWE,all,2018-06-18,Brand,TVConventional,0,all
SWE,all,2018-06-18,Pc,TVConventional,0,all
SWE,all,2018-06-18,Brand,TVSPNS,7399,all
SWE,all,2018-06-18,Brand,TVSponsoringLFP,0,all
SWE,all,2018-06-18,Pc,TVSponsoringLFP,586,all
SWE,all,2018-06-18,Brand,TVStadium,0,all
SWE,all,2018-06-18,Pc,TVStadium,0,all
SWE,all,2018-06-25,Brand,Display,0,all
SWE,all,2018-06-25,Pc,Display,0,all
SWE,all,2018-06-25,Brand,Facebook,763,all
SWE,all,2018-06-25,Pc,Facebook,0,all
SWE,all,2018-06-25,Brand,Google,3963,all
